"logFC","AveExpr","t","P.Value","adj.P.Val","B","ProbeID"
15.5732855166667,39.6789160178571,3.52418048827086,0.00086391235721662,0.999537311363859,-4.58124470444975,"ILMN_1680010"
6.08058270338889,-1.64660828160714,3.51281796292516,0.00089458791092291,0.999537311363859,-4.58132552547175,"ILMN_1781753"
-4.61379500961111,3.10994510410714,-3.5004389985384,0.000929186998345782,0.999537311363859,-4.58141349666518,"ILMN_1693221"
8.93311065222222,6.05376204428571,3.49271712594466,0.0009514105896001,0.999537311363859,-4.58146832945615,"ILMN_1797432"
5.28385565311111,3.05875034357143,3.48487744102496,0.000974490054753725,0.999537311363859,-4.58152396477156,"ILMN_2083578"
7.36782653138889,10.2102413869643,3.47590766286629,0.0010015495574488,0.999537311363859,-4.58158757734677,"ILMN_1755392"
6.97170184722222,-3.28211688035714,3.47266175530817,0.00101151652855482,0.999537311363859,-4.58161058562074,"ILMN_1856166"
10.3507259444444,28.2872418928571,3.46924642036532,0.00102210553268317,0.999537311363859,-4.58163478832701,"ILMN_1798108"
6.80666693594444,4.99286268117857,3.45200407902374,0.0010771926873967,0.999537311363859,-4.58175687237023,"ILMN_1660260"
-6.11845555444444,0.0119250714285714,-3.3925670649819,0.00128950123884776,0.999537311363859,-4.58217634107645,"ILMN_1753006"
-6.28858303888889,1.194338675,-3.38398255927464,0.00132326401162517,0.999537311363859,-4.58223674221822,"ILMN_1762605"
6.91456620194444,0.00850142232142858,3.37237090602109,0.00137026745555499,0.999537311363859,-4.58231836655615,"ILMN_1756408"
8.42004451944444,19.6794732375,3.36363479921937,0.00140666893824902,0.999537311363859,-4.58237971885438,"ILMN_1757569"
5.86501119611111,-1.52509385535714,3.35792227794745,0.00143096501480046,0.999537311363859,-4.58241980960519,"ILMN_1850461"
7.56416630555556,8.43525411071429,3.35078041909272,0.00146189937374311,0.999537311363859,-4.58246990078181,"ILMN_1819939"
